age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income
Middleaged, Selfempnotinc, Bachelors,13, Marriedcivspouse, Sales, Otherrelative, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, PuertoRico,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Divorced, Otherservice, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Young, Selfempnotinc, HSgrad,9, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, Assocacdm,12, Nevermarried, Handlerscleaners, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Separated, Machineopinspct, Unmarried, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Divorced, Craftrepair, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, 10th,6, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime,null,0
Senior, Private, HSgrad,9, Widowed, Machineopinspct, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Old, Selfempinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,High,None,Part-time, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Selfempnotinc, HSgrad,9, Divorced, Craftrepair, Unmarried, White, Male,None,None,Fulltime, UnitedStates,0
Young, Stategov, Bachelors,13, Nevermarried, Execmanagerial, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Otherservice, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, 10th,6, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Somecollege,10, Marriedcivspouse, Otherservice, Otherrelative, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Otherservice, Unmarried, Black, Female,None,None,Part-time, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Sales, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Old, Stategov, Masters,14, Marriedcivspouse, Profspecialty, Husband, White, Male,None,High,Overtime,null,1
Senior, Private, Somecollege,10, Divorced, Profspecialty, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Machineopinspct, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Assocacdm,12, Nevermarried, Otherservice, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, 9th,5, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, Mexico,0
Old, Stategov, Somecollege,10, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Assocacdm,12, Nevermarried, Admclerical, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Withoutpay, Somecollege,10, Marriedcivspouse, Farmingfishing, Ownchild, White, Male,None,None,Workaholic, UnitedStates,0
Middleaged, Stategov, Doctorate,16, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young, Private, 9th,5, Nevermarried, Otherservice, Ownchild, Black, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, Masters,14, Marriedcivspouse, Techsupport, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, Somecollege,10, Widowed, Otherservice, Unmarried, Black, Female,None,None,Fulltime,null,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Execmanagerial, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, 5th6th,3, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, Mexico,0
Middleaged, Private, Somecollege,10, Divorced, Admclerical, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Transportmoving, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Execmanagerial, Notinfamily, White, Male,Low,None,Overtime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Admclerical, Husband, Black, Male,None,None,Part-time, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Profspecialty, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Senior, Private, 10th,6, Marriedcivspouse, Transportmoving, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 10th,6, Nevermarried, Craftrepair, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Admclerical, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Young,null, 10th,6, Nevermarried,null, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Stategov, Masters,14, Divorced, Protectiveserv, Notinfamily, White, Male,None,None,Workaholic, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Execmanagerial, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Old,null, 9th,5, Marriedcivspouse,null, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged,null, Somecollege,10, Separated,null, Notinfamily, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Divorced, Sales, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, 10th,6, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Selfempinc, Bachelors,13, Marriedcivspouse, Sales, Husband, Black, Male,None,None,Fulltime, Jamaica,0
Middleaged, Private, Somecollege,10, Separated, Craftrepair, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Selfempinc, HSgrad,9, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Admclerical, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Admclerical, Husband, Black, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Localgov, HSgrad,9, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, Somecollege,10, Marriedcivspouse, Otherservice, Husband, White, Male,Low,None,Overtime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Old,null, Profschool,15, Divorced,null, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Execmanagerial, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Masters,14, Marriedcivspouse, Profspecialty, Wife, White, Female,None,High,Part-time, UnitedStates,1
Young, Private, 10th,6, Nevermarried, Sales, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Localgov, HSgrad,9, Nevermarried, Farmingfishing, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Otherservice, Otherrelative, Black, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, 5th6th,3, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, Mexico,0
Middleaged, Private, 11th,7, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Separated, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 1st4th,2, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, Mexico,0
Senior, Private, Assocvoc,11, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Old, Stategov, Doctorate,16, Marriedcivspouse, Profspecialty, Husband, Black, Male,None,None,Part-time,null,0
Middleaged, Private, Somecollege,10, Divorced, Machineopinspct, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Assocacdm,12, Marriedcivspouse, Craftrepair, Husband, White, Male,None,Low,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Sales, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Masters,14, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, Bachelors,13, Marriedcivspouse, Sales, Husband, White, Male,High,None,Overtime, UnitedStates,1
Middleaged, Stategov, Somecollege,10, Divorced, Execmanagerial, Unmarried, White, Male,None,None,Fulltime, UnitedStates,0
Young, Stategov, Bachelors,13, Nevermarried, Otherservice, Notinfamily, White, Female,Low,None,Overtime, UnitedStates,0
Middleaged, Selfempnotinc, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Machineopinspct, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Assocvoc,11, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Sales, Ownchild, AsianPacIslander, Male,None,None,Fulltime, South,0
Middleaged, Private, HSgrad,9, Divorced, Execmanagerial, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Divorced, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, 12th,8, Nevermarried, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Stategov, Somecollege,10, Marriedspouseabsent, Admclerical, Unmarried, AsianPacIslander, Female,None,None,Fulltime, Philippines,0
Middleaged, Stategov, Bachelors,13, Divorced, Admclerical, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Privhouseserv, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Old,null, HSgrad,9, Marriedcivspouse,null, Husband, White, Male,None,None,Part-time, UnitedStates,0
Senior, Selfempnotinc, 5th6th,3, Marriedcivspouse, Otherservice, Husband, White, Male,Low,None,Part-time, ElSalvador,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Young, Private, 11th,7, Nevermarried, Otherservice, Otherrelative, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Stategov, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Federalgov, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Part-time,null,0
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Nevermarried, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, 7th8th,4, Marriedcivspouse, Craftrepair, Husband, AsianPacIslander, Male,None,None,Fulltime, China,0
Senior,null, 10th,6, Divorced,null, Notinfamily, White, Female,None,None,Fulltime, England,0
Middleaged, Private, Somecollege,10, Separated, Transportmoving, Unmarried, White, Male,Low,None,Overtime, UnitedStates,1
Senior, Private, HSgrad,9, Separated, Admclerical, Notinfamily, White, Female,None,High,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Somecollege,10, Nevermarried, Admclerical, Notinfamily, Black, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Execmanagerial, Ownchild, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedspouseabsent, Execmanagerial, Unmarried, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young, Localgov, Bachelors,13, Nevermarried, Profspecialty, Otherrelative, White, Female,None,None,Overtime, UnitedStates,0
Middleaged,null, HSgrad,9, Nevermarried,null, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, 10th,6, Marriedcivspouse, Handlerscleaners, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Stategov, Somecollege,10, Nevermarried, Techsupport, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Senior, Private, 9th,5, Separated, Otherservice, Notinfamily, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Stategov, Bachelors,13, Nevermarried, Techsupport, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, 11th,7, Nevermarried, Machineopinspct, Unmarried, White, Female,None,None,Fulltime, Nicaragua,0
Senior, Selfempinc, Bachelors,13, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, 11th,7, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, 7th8th,4, Separated, Sales, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Federalgov, Somecollege,10, Nevermarried, Craftrepair, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Bachelors,13, Divorced, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Somecollege,10, Nevermarried, Protectiveserv, Notinfamily, White, Male,None,High,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Execmanagerial, Notinfamily, White, Male,None,High,Workaholic, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Otherservice, Otherrelative, Black, Male,None,None,Part-time, UnitedStates,0
Senior, Private, Assocacdm,12, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Selfempnotinc, 7th8th,4, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, HSgrad,9, Widowed, Otherservice, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Somecollege,10, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Selfempinc, Profschool,15, Marriedcivspouse, Profspecialty, Husband, White, Male,High,None,Fulltime, UnitedStates,1
Senior, Private, 11th,7, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Separated, Sales, Notinfamily, White, Male,None,None,Workaholic, UnitedStates,1
Senior, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Admclerical, Notinfamily, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Masters,14, Divorced, Profspecialty, Unmarried, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Federalgov, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Sales, Otherrelative, AsianPacIslander, Female,None,None,Fulltime,null,0
